OBJECTID,TYPE,YEAR,DATE_,TIME,CCN,AGE,OFFENSE_DISTRICT,OFFENSE_PSA,OFFENSE_BLOCKX,OFFENSE_BLOCKY,DEFENDANT_PSA,DEFENDANT_DISTRICT,RACE,ETHNICITY,SEX,CATEGORY,DESCRIPTION,ADDRESS,ARREST_BLOCKX,ARREST_BLOCKY,DATETIME
3711,Possession with intent to distribute,2013,2013/01/23 05:00:00+00,10:22:00,b'\xb59\xcay\x80\x17\xfb',24,5D,503,402800,139500,305,3D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-misd,BLADENSBURG RD NE / DOUGLAS ST NE,402800,139500,2013/01/23 15:22:00+00
3712,Possession,2013,2013/01/23 05:00:00+00,15:50:00,b'b\x84s?r\x0c\x10',20,1D,103,399200,137200,103,1D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1000 BLOCK OF NORTH CAPITOL ST,399200,137200,2013/01/23 20:50:00+00
3713,Possession,2013,2013/01/23 05:00:00+00,16:41:00,b'\xb5P\xb6(s\xab\x89',18,4D,402,397600,144100,401,4D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,6200 BLOCK OF GEORGIA AVE NW,397600,144100,2013/01/23 21:41:00+00
3714,Possession,2013,2013/01/23 05:00:00+00,17:14:00,b'\xfa\xdc\x1c\xab\\\xd3\x8e',45,6D,607,402400,133800,607,6D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,2300 BLOCK OF MINNESOTA AVE SE,402400,133800,2013/01/23 22:14:00+00
3715,Possession,2013,2013/01/23 05:00:00+00,17:15:00,b'\xd2\t\xf8r\x96@\x02',41,6D,607,402400,133800,604,6D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,2300 BLOCK OF MINNESOTA AVE SE,402400,133800,2013/01/23 22:15:00+00
3716,Possession,2013,2013/01/23 05:00:00+00,18:17:00,"b'\xca\x175?i;/'",23,7D,703,399300,130800,607,6D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,BOLLING AFB - MAIN GATE,399300,130800,2013/01/23 23:17:00+00
3717,Possession,2013,2013/01/23 05:00:00+00,18:30:00,b'\xf4\x9a\xb1\xfe\x8e\xc5\x07',19,4D,409,397900,140700,302,3D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,3600 BLOCK OF GEORGIA AVE NW,397900,140700,2013/01/23 23:30:00+00
3718,Possession,2013,2013/01/23 05:00:00+00,19:15:00,b'\xa1\xe0)\x8f\xb1Dy',26,5D,507,402200,136900,507,5D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,700 BLOCK OF 21ST ST NE,402200,136900,2013/01/24 00:15:00+00
3719,Possession,2013,2013/01/23 05:00:00+00,21:39:00,b'\x8b\xe2Q\xc4\x839\x1b',21,5D,502,400200,139200,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,500 BLOCK OF RHODE ISLAND AVE NE,400200,139200,2013/01/24 02:39:00+00
3720,Possession,2013,2013/01/23 05:00:00+00,Juvenile,Juvenile,Juvenile,5D,505,0,0,107,1D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,0,0,2013/01/23 05:00:00+00
3721,Distribution,2013,2013/01/24 05:00:00+00,0:42:00,b'\x13\xc7\xc9\xe0\x06\xa8\xcc',20,2D,206,393600,137900,Out of State,Out of State,W ,U ,M,Narcotics,Ucsa Dist Marijuana,3700 BLOCK OF O ST NW,393600,137900,2013/01/24 05:42:00+00
3722,Possession,2013,2013/01/24 05:00:00+00,13:14:00,b'\xb5\xb5\x99\x96\x18\x00\r',24,6D,605,403000,134300,605,6D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,3000 BLOCK OF MINNESOTA AVE SE,403000,134300,2013/01/24 18:14:00+00
3723,Possession with intent to distribute,2013,2013/01/25 05:00:00+00,17:13:00,b'\xfe\x93\xb4\xd1\xf2s(',28,7D,702,403100,131400,304,3D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,2900 BLOCK OF SOUTHERN AVE SE,403100,131400,2013/01/25 22:13:00+00
3724,Possession with intent to distribute,2013,2013/01/25 05:00:00+00,17:16:00,b'\xfe\x93\xb4\xd1\xf2s(',19,7D,702,403100,131400,507,5D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,2900 BLOCK OF SOUTHERN AVE SE,403100,131400,2013/01/25 22:16:00+00
3725,Possession with intent to distribute,2013,2013/01/25 05:00:00+00,18:13:00,b'\xb4\xfd2T\t\xb7\xd6',26,1D,107,400600,135000,104,1D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,10TH ST SE / E ST SE,400600,135000,2013/01/25 23:13:00+00
3726,Possession,2013,2013/01/25 05:00:00+00,18:14:00,b'\xbeZ\xfb\xc1c\xf9\t',22,1D,107,400600,135000,106,1D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,10TH ST SE / E ST SE,400600,135000,2013/01/25 23:14:00+00
3727,Possession with intent to distribute,2013,2013/01/25 05:00:00+00,20:40:00,b'\x99*\x12$\xe8c\xf9',32,5D,506,400900,137600,,,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,1100 BLOCK OF OATES ST NE,400800,137600,2013/01/26 01:40:00+00
3728,Possession,2013,2013/01/25 05:00:00+00,21:54:00,b'\xde\xe1L\xdc\xca\x9b\x04',19,3D,301,396500,138800,305,3D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1700 BLOCK OF U ST NW,396500,138800,2013/01/26 02:54:00+00
3729,Possession with intent to distribute,2013,2013/01/25 05:00:00+00,22:40:00,"b'c\xfb,\x1a\xc2;_'",41,5D,507,402000,136800,502,5D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1800 BLOCK OF BENNING RD NE,402000,136800,2013/01/26 03:40:00+00
3730,Possession,2013,2013/01/26 05:00:00+00,0:30:00,b'`\xba\xb9\xee\x1c\xec\x96',26,3D,303,396200,139400,Out of State,Out of State,W ,U ,M,Narcotics,Ucsa Poss Marijuana,1800 BLOCK OF BILTMORE ST NW,396200,139400,2013/01/26 05:30:00+00
3731,Possession,2013,2013/01/26 05:00:00+00,2:19:00,b'\xad\x95W\x89U1k',19,3D,304,398000,139900,302,3D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,700 BLOCK OF GRESHAM PL NW,398000,139900,2013/01/26 07:19:00+00
3732,Possession,2013,2013/01/26 05:00:00+00,15:41:00,b'\x92?`V0\xa9\x8e',35,2D,207,396000,137300,401,4D,B ,N ,F,Narcotics,Ucsa Poss Marijuana,2000 BLOCK OF L ST NW,396000,137300,2013/01/26 20:41:00+00
3733,Possession,2013,2013/01/26 05:00:00+00,18:27:00,b'\xa3S\xb8\xcec\x87k',20,3D,305,398300,140000,305,3D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,2900 BLOCK OF WARDER ST NW,398300,140000,2013/01/26 23:27:00+00
3734,Possession,2013,2013/01/26 05:00:00+00,19:08:00,b'\t\x9eW\xee\xc8\x0b/',23,3D,303,396500,139500,605,6D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,2500 BLOCK OF ONTARIO RD NW,396500,139500,2013/01/27 00:08:00+00
3735,Possession,2013,2013/01/26 05:00:00+00,21:20:00,b'e\x1e\x0f\xdc\x94\x1c\xb5',34,1D,107,401000,135100,602,6D,B ,U ,F,Narcotics,Ucsa Poss Marijuana,13TH ST SE / D ST SE,401000,135100,2013/01/27 02:20:00+00
3736,Possession,2013,2013/01/26 05:00:00+00,23:17:00,b'\xda\xb4\xc1\xb2\xfb\x9eT',21,5D,502,398500,138700,501,5D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1900 BLOCK OF 4TH ST NW,399900,138600,2013/01/27 04:17:00+00
3737,Possession,2013,2013/01/27 05:00:00+00,0:59:00,b'\xfb\xc7 \xd1\xdbc/',36,5D,502,400100,139500,502,5D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,500 BLOCK OF EDGEWOOD ST NE,400100,139500,2013/01/27 05:59:00+00
3738,Possession with intent to distribute,2013,2013/01/27 05:00:00+00,19:54:00,b'\x01A?\x1b=\xe8\x9d',31,5D,506,400400,137500,506,5D,W ,N ,F,Narcotics,Ucsa Pwid Marijuana,800 BLOCK OF FLORIDA AVE NE,400400,137500,2013/01/28 00:54:00+00
3739,Possession,2013,2013/01/28 05:00:00+00,18:39:00,b'T\x9bb\xca\x9f\x1d\xaf',50,3D,305,397500,139200,103,1D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1200 BLOCK OF FLORIDA AVE NW,397500,139200,2013/01/28 23:39:00+00
3740,Possession,2013,2013/01/28 05:00:00+00,20:36:00,"b'6,\x14Y\xdf.H'",41,4D,405,399500,141200,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,4200 BLOCK OF HAREWOOD RD NE,399500,141200,2013/01/29 01:36:00+00
3741,Possession,2013,2013/01/29 05:00:00+00,16:19:00,b'\xe4xg\x90\x8bk\xad',35,3D,304,397900,139600,502,5D,B ,N ,F,Narcotics,Ucsa Poss Marijuana,2500 BLOCK OF 9TH ST NW,397900,139600,2013/01/29 21:19:00+00
3742,Possession,2013,2013/01/31 05:00:00+00,16:24:00,"b'm^\xac\xa7\xb8,\x17'",30,3D,302,397900,140500,502,5D,B ,N ,F,Narcotics,Ucsa Poss Marijuana,3400 BLOCK OF GEORGIA AVE NW,397900,140500,2013/01/31 21:24:00+00
3743,Possession,2013,2013/01/31 05:00:00+00,17:30:00,b'\xf9p\xb4e\xa9\xb9K',25,4D,406,399300,144000,406,4D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,6100 BLOCK OF 1ST PL NE,399300,144000,2013/01/31 22:30:00+00
3744,Possession,2013,2013/01/31 05:00:00+00,17:30:00,b'\xf9p\xb4e\xa9\xb9K',34,4D,406,399300,144000,501,5D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,6100 BLOCK OF 1ST PL NE,399300,144000,2013/01/31 22:30:00+00
3745,Possession,2013,2013/01/31 05:00:00+00,17:36:00,b'\xechF\x08\x08J^',42,6D,601,403900,136600,607,6D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,3300 BLOCK OF BENNING RD NE,403900,136600,2013/01/31 22:36:00+00
3746,Possession,2013,2013/01/31 05:00:00+00,17:36:00,b'\xechF\x08\x08J^',44,6D,601,403900,136600,608,6D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,3300 BLOCK OF BENNING RD NE,403900,136600,2013/01/31 22:36:00+00
3747,Possession with intent to distribute,2013,2013/01/31 05:00:00+00,19:00:00,b'\xb67\xfck\xdc}\xd7',44,6D,603,403800,135400,603,6D,A ,N ,M,Narcotics,Ucsa Pwid Marijuana,3500 BLOCK OF MINNESOTA AVE SE,403800,135400,2013/02/01 00:00:00+00
3748,Possession with intent to distribute,2013,2013/01/31 05:00:00+00,20:04:00,b'\xca\xba\xe5\xd8\xe5*\xcf',38,7D,706,400100,129100,706,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,500 BLOCK OF BRANDYWINE ST SE,400100,129100,2013/02/01 01:04:00+00
3749,Possession with intent to distribute,2013,2013/01/31 05:00:00+00,20:40:00,"b'\x86\xa2\xc6,$\x10\xd6'",20,7D,703,400500,132600,703,7D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,2500 BLOCK OF SHERIDAN RD SE,400500,132600,2013/02/01 01:40:00+00
3750,Possession,2013,2013/01/31 05:00:00+00,21:24:00,b'\xd4\xa4\x1c\xde\x9f5\xfb',27,3D,302,398000,140100,402,4D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,3100 BLOCK OF GEORGIA AVE NW,398000,140100,2013/02/01 02:24:00+00
3751,Possession,2013,2013/01/31 05:00:00+00,23:00:00,b'\xbb\xc6\x1c\x12\t\xd5\x1a',18,6D,603,403700,135200,703,7D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,3400 BLOCK OF MINNESOTA AVE SE,403700,135200,2013/02/01 04:00:00+00
3752,Possession with intent to distribute,2013,2013/01/31 05:00:00+00,Juvenile,Juvenile,Juvenile,1D,107,0,0,201,2D,Juvenile,Juvenile,Juvenile,Narcotics,Poss W/i To Dist Marijuana-misd,Juvenile,0,0,2013/01/31 05:00:00+00
3753,Possession with intent to distribute,2013,2013/01/31 05:00:00+00,Juvenile,Juvenile,Juvenile,1D,107,0,0,603,6D,Juvenile,Juvenile,Juvenile,Narcotics,Poss W/i To Dist Marijuana-misd,Juvenile,0,0,2013/01/31 05:00:00+00
3754,Possession,2013,2013/02/01 05:00:00+00,1:14:00,b'}\x1bC+\x15\xf7\x89',19,2D,208,396700,137700,,,U,H ,M,Narcotics,Ucsa Poss Marijuana,1700 BLOCK OF N ST NW,396700,137700,2013/02/01 06:14:00+00
3755,Possession,2013,2013/02/01 05:00:00+00,17:19:00,b'T3/\xb6\x13D6',50,5D,506,401100,138000,701,7D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1700 BLOCK OF WEST VIRGINIA AVE NE,401100,138000,2013/02/01 22:19:00+00
3756,Possession,2013,2013/02/01 05:00:00+00,20:00:00,b'n\xbf4\xfd\x10\x16\x9d',26,5D,505,401500,139200,503,5D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,2300 BLOCK OF 15TH ST NE,401500,139200,2013/02/02 01:00:00+00
3757,Possession with intent to distribute,2013,2013/02/01 05:00:00+00,20:00:00,b'n\xbf4\xfd\x10\x16\x9d',26,5D,505,401500,139200,505,5D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,2300 BLOCK OF 15TH ST NE,401500,139200,2013/02/02 01:00:00+00
3758,Possession,2013,2013/02/01 05:00:00+00,20:00:00,b'n\xbf4\xfd\x10\x16\x9d',27,5D,505,401500,139200,505,5D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,2300 BLOCK OF 15TH ST NE,401500,139200,2013/02/02 01:00:00+00
3759,Possession,2013,2013/02/01 05:00:00+00,20:00:00,b'n\xbf4\xfd\x10\x16\x9d',28,5D,505,401500,139200,305,3D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,2300 BLOCK OF 15TH ST NE,401500,139200,2013/02/02 01:00:00+00
3760,Possession with intent to distribute,2013,2013/02/01 05:00:00+00,20:08:00,b'\xd1\x1aDbk\x00+',21,5D,506,401600,137400,502,5D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,16TH ST NE / LEVIS ST NE,401600,137400,2013/02/02 01:08:00+00
3761,Possession,2013,2013/02/01 05:00:00+00,20:17:00,b'\x00\x8dx\xd7\x86L>',41,4D,407,398100,142400,407,4D,B ,N ,F,Narcotics,Ucsa Poss Marijuana,600 BLOCK OF DELAFIELD PL NW,398100,142400,2013/02/02 01:17:00+00
3762,Possession,2013,2013/02/01 05:00:00+00,20:17:00,b'\x00\x8dx\xd7\x86L>',49,4D,407,398100,142400,407,4D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,600 BLOCK OF DELAFIELD PL NW,398100,142400,2013/02/02 01:17:00+00
3763,Possession,2013,2013/02/01 05:00:00+00,22:23:00,b'_B\x84\x92\xf8nZ',33,6D,604,405700,134800,701,7D,B ,N ,F,Narcotics,Ucsa Poss Marijuana,4600 BLOCK OF G ST SE,405700,134800,2013/02/02 03:23:00+00
3764,Possession with intent to distribute,2013,2013/02/01 05:00:00+00,22:50:00,b'(h\x13\xf6\x15g\xac',39,4D,409,397100,140700,302,3D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,3500 BLOCK OF 14TH ST NW,397100,140700,2013/02/02 03:50:00+00
3765,Possession,2013,2013/02/01 05:00:00+00,23:41:00,b'H\xfc\x8d\xaa\xc3\xb1\x06',24,6D,602,405600,137600,101,1D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,4600 BLOCK OF MEADE ST NE,405600,137600,2013/02/02 04:41:00+00
3766,Possession,2013,2013/02/01 05:00:00+00,23:52:00,"b'3\xeb,\xde;\x08\xb7'",22,3D,303,396600,139500,Out of State,Out of State,U,H ,M,Narcotics,Ucsa Poss Marijuana,17TH ST NW / EUCLID ST NW,396600,139500,2013/02/02 04:52:00+00
3767,Possession,2013,2013/02/01 05:00:00+00,Juvenile,Juvenile,Juvenile,5D,505,0,0,505,5D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,0,0,2013/02/01 05:00:00+00
3768,Possession,2013,2013/02/02 05:00:00+00,0:24:00,b'6/\x8d\x83\xd5\x82\x15',23,6D,603,405100,135000,604,6D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,E ST SE / TEXAS AVE SE,405100,135000,2013/02/02 05:24:00+00
3769,Possession,2013,2013/02/02 05:00:00+00,7:20:00,"b';\x1a\xcc\xdf\xfcJj'",30,6D,608,407500,136500,108,1D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,500 BLOCK OF EASTERN AVE NE,407500,136500,2013/02/02 12:20:00+00
3770,Possession with intent to distribute,2013,2013/02/02 05:00:00+00,14:35:00,b']\xc8uB\xe7J7',31,5D,506,400700,138200,506,5D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,9TH ST NE / BRENTWOOD PKWY NE,400700,138200,2013/02/02 19:35:00+00
3771,Possession,2013,2013/02/02 05:00:00+00,16:51:00,b'\xbf:\xeeI\xb79\xb9',22,5D,505,401600,139000,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1500 BLOCK OF W ST NE,401600,139000,2013/02/02 21:51:00+00
3772,Possession,2013,2013/02/02 05:00:00+00,18:40:00,b'\x1b\xbc\xdc\x0c\xec\x04}',49,4D,407,398000,141100,502,5D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,3800 BLOCK OF NEW HAMPSHIRE AVE NW,398000,141100,2013/02/02 23:40:00+00
3773,Possession,2013,2013/02/02 05:00:00+00,18:42:00,b'b\xd2D\xc8J2\xe1',29,4D,403,399000,143000,306,3D,B ,U ,F,Narcotics,Ucsa Poss Marijuana,5300 BLOCK OF NEW HAMPSHIRE AVE NW,399000,143000,2013/02/02 23:42:00+00
3774,Possession,2013,2013/02/02 05:00:00+00,20:30:00,b'z\x90\x97z\x1688',21,3D,301,397000,138800,505,5D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1500 BLOCK OF U ST NW,397000,138800,2013/02/03 01:30:00+00
3775,Possession,2013,2013/02/02 05:00:00+00,20:30:00,b'z\x90\x97z\x1688',22,3D,301,397000,138800,Out of State,Out of State,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1500 BLOCK OF U ST NW,397000,138800,2013/02/03 01:30:00+00
3776,Possession,2013,2013/02/02 05:00:00+00,22:06:00,"b'6y\x14\xe5l\n""'",61,5D,507,401800,137500,604,6D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1100 BLOCK OF 17TH ST NE,401800,137500,2013/02/03 03:06:00+00
3777,Possession with intent to distribute,2013,2013/02/02 05:00:00+00,23:32:00,b'\xf4\x01\xc1^?\x1a\xfb',34,5D,507,402000,136800,407,4D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,1800 BLOCK OF BENNING RD NE,402000,136800,2013/02/03 04:32:00+00
3778,Possession,2013,2013/02/02 05:00:00+00,Juvenile,Juvenile,Juvenile,1D,107,0,0,604,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,0,0,2013/02/02 05:00:00+00
3779,Possession,2013,2013/02/02 05:00:00+00,Juvenile,Juvenile,Juvenile,3D,302,0,0,701,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,0,0,2013/02/02 05:00:00+00
3780,Possession,2013,2013/02/03 05:00:00+00,11:52:00,b'\x91\x97\x8c\xc3\xec\xe2\x94',42,7D,704,402500,131000,108,1D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,3400 BLOCK OF 23RD ST SE,402500,131000,2013/02/03 16:52:00+00
3781,Possession with intent to distribute,2013,2013/02/03 05:00:00+00,14:53:00,b'\xb5\x0e\x99>\x84\xb2\x17',21,1D,106,400800,134600,308,3D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,900 BLOCK OF 11TH ST SE,400800,134600,2013/02/03 19:53:00+00
3782,Possession,2013,2013/02/03 05:00:00+00,23:56:00,b'XST\xae\xac\xc1\xc3',22,6D,601,404600,137000,608,6D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,6D1,404600,137000,2013/02/04 04:56:00+00
3783,Possession,2013,2013/02/04 05:00:00+00,14:18:00,b'lH\x8dV\xa1\x16s',29,6D,608,405400,135800,606,6D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,BENNING RD NE / EAST CAPITOL ST,405400,135800,2013/02/04 19:18:00+00
3784,Possession with intent to distribute,2013,2013/02/04 05:00:00+00,17:23:00,b'\xda:\x98\xc8\xe7\xbd ',18,5D,507,402000,136800,103,1D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1800 BLOCK OF BENNING RD NE,402000,136800,2013/02/04 22:23:00+00
3785,Possession,2013,2013/02/05 05:00:00+00,7:56:00,"b'\xe9\xe1\x8f""\x0f\xad\xdc'",20,4D,407,398500,142400,407,4D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,4TH ST NW / DELAFIELD PL NW,398500,142400,2013/02/05 12:56:00+00
3786,Possession with intent to distribute,2013,2013/02/05 05:00:00+00,15:39:00,b'}X*\n\xaf\xa9\xa1',45,3D,303,396400,138800,Out of State,Out of State,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,1700 BLOCK OF U ST NW,396500,138800,2013/02/05 20:39:00+00
3787,Possession,2013,2013/02/05 05:00:00+00,19:30:00,b'\xc3\xd7\x9e\x84\xd6:\xef',58,4D,407,398100,141300,407,4D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,700 BLOCK OF SHEPHERD ST NW,398100,141300,2013/02/06 00:30:00+00
3788,Possession,2013,2013/02/05 05:00:00+00,19:39:00,b'\xc1\xad\x9c\xae\xf8L\x9b',22,1D,108,401600,135500,108,1D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1600 BLOCK OF INDEPENDENCE AVE SE,401600,135500,2013/02/06 00:39:00+00
3789,Possession,2013,2013/02/05 05:00:00+00,20:00:00,b'\xb4\xb6\xf7\xee\xec\xe9X',46,5D,506,400900,137600,108,1D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1100 BLOCK OF OATES ST NE,400800,137600,2013/02/06 01:00:00+00
3790,Possession,2013,2013/02/05 05:00:00+00,22:48:00,b'NV|7^\xb5\xca',26,5D,507,402000,136800,507,5D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1800 BLOCK OF BENNING RD NE,402000,136800,2013/02/06 03:48:00+00
3791,Possession,2013,2013/02/05 05:00:00+00,Juvenile,Juvenile,Juvenile,3D,302,0,0,406,4D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,0,0,2013/02/05 05:00:00+00
3792,Possession,2013,2013/02/06 05:00:00+00,1:40:00,"b'\x02\xfb=\x8f!;\xdc'",40,3D,306,398100,139900,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,600 BLOCK OF HARVARD ST NW,398100,139900,2013/02/06 06:40:00+00
3793,Possession with intent to distribute,2013,2013/02/06 05:00:00+00,16:05:00,b'\x85\xd2\x89W\xb8\xd8\x8e',18,5D,507,402000,137100,507,5D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1800 BLOCK OF I ST NE,402000,137100,2013/02/06 21:05:00+00
3794,Possession with intent to distribute,2013,2013/02/06 05:00:00+00,16:40:00,b'\ta\xf3I<\xd4e',50,6D,602,405700,137300,503,5D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,4700 BLOCK OF KANE PL NE,405700,137300,2013/02/06 21:40:00+00
3795,Possession with intent to distribute,2013,2013/02/06 05:00:00+00,16:53:00,b'\xfbFQ\x18\xde\x8fI',35,4D,404,397600,142400,501,5D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,4900 BLOCK OF GEORGIA AVE NW,397600,142400,2013/02/06 21:53:00+00
3796,Possession,2013,2013/02/06 05:00:00+00,17:40:00,b'i\xe7\xc1N\xfa#\xb7',25,3D,308,398400,137800,308,3D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1300 BLOCK OF 5TH ST NW,398400,137800,2013/02/06 22:40:00+00
3797,Possession,2013,2013/02/06 05:00:00+00,18:00:00,b'\xe6\x1b\xad\xc1y\xb5s',38,6D,602,405400,137200,604,6D,B ,N ,F,Narcotics,Ucsa Poss Marijuana,4500 BLOCK OF SHERIFF RD NE,405400,137200,2013/02/06 23:00:00+00
3798,Possession with intent to distribute,2013,2013/02/06 05:00:00+00,18:19:00,b'Y\xdc\x08L\xc5\xae\x7f',19,3D,306,398300,138900,708,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,2000 BLOCK OF GEORGIA AVE NW,398300,138900,2013/02/06 23:19:00+00
3799,Possession,2013,2013/02/06 05:00:00+00,20:49:00,b'\x9d\xc1\x02\xb0b\x885',39,3D,305,397600,138800,101,1D,W ,N ,M,Narcotics,Ucsa Poss Marijuana,2000 BLOCK OF 11TH ST NW,397600,138800,2013/02/07 01:49:00+00
3800,Possession,2013,2013/02/06 05:00:00+00,21:32:00,b'\x1aE\x04_\x88Hh',35,1D,108,401600,135300,105,1D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,300 BLOCK OF 17TH PL NE,401600,135300,2013/02/07 02:32:00+00
3801,Possession,2013,2013/02/06 05:00:00+00,21:32:00,b'\x1aE\x04_\x88Hh',35,1D,108,401600,135300,702,7D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,300 BLOCK OF 17TH PL NE,401600,135300,2013/02/07 02:32:00+00
3802,Possession,2013,2013/02/06 05:00:00+00,21:52:00,b'\x87|\xc6\x02\xda\xaa\x98',22,1D,102,398100,136900,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,7TH ST NW / H ST NW,398100,136900,2013/02/07 02:52:00+00
3803,Possession,2013,2013/02/06 05:00:00+00,21:52:00,b'\x87|\xc6\x02\xda\xaa\x98',55,1D,102,398100,136900,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,7TH ST NW / H ST NW,398100,136900,2013/02/07 02:52:00+00
3804,Possession,2013,2013/02/07 05:00:00+00,0:15:00,b'\x16P\x0f\xa5\x8e4P',21,6D,602,406100,136000,602,6D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,200 BLOCK OF 50TH ST NE,406100,136000,2013/02/07 05:15:00+00
3805,Possession with intent to distribute,2013,2013/02/07 05:00:00+00,0:25:00,b'\xefm\xa9\x99\x1e/\xa6',22,3D,308,398500,138200,706,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1600 BLOCK OF NEW JERSEY AVE NW,398500,138200,2013/02/07 05:25:00+00
3806,Possession,2013,2013/02/07 05:00:00+00,0:39:00,b'\xb0\xb7E\xb2\xc0\xf9[',20,1D,102,398200,136800,Out of State,Out of State,B ,N ,F,Narcotics,Ucsa Poss Marijuana,700 BLOCK OF 6TH ST NW,398200,136800,2013/02/07 05:39:00+00
3807,Possession with intent to distribute,2013,2013/02/07 05:00:00+00,1:08:00,"b'\x7fb\n\x8f\xc8\xaf""'",20,1D,102,398200,136800,103,1D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,700 BLOCK OF 6TH ST NW,398200,136800,2013/02/07 06:08:00+00
